trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,False,"{'a': 0.2, 'e': 0.8399999999999999}",25,0,-170.79515274681154,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
33,False,"{'a': 0.2, 'e': 0.8349999999999999}",20,12,-16.64077288895281,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
34,False,"{'a': 0.2, 'e': 0.8299999999999998}",30,0,-51.01800871869702,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.2, 'e': 0.8249999999999998}",20,0,-115.79640459658354,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
36,False,"{'a': 0.2, 'e': 0.8199999999999998}",20,0,-73.9479673308179,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.2, 'e': 0.8149999999999998}",20,0,-64.76092691798421,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.2, 'e': 0.8099999999999998}",25,0,-108.50378057652892,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
39,False,"{'a': 0.2, 'e': 0.8049999999999998}",20,0,-10.337506935260443,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
40,False,"{'a': 0.2, 'e': 0.7999999999999998}",20,0,-84.4559193756905,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
41,False,"{'a': 0.2, 'e': 0.7949999999999998}",20,0,-56.47375797776649,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
42,False,"{'a': 0.2, 'e': 0.7899999999999998}",25,0,-60.832486690677975,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.2, 'e': 0.7849999999999998}",20,3,-82.06948975019408,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
44,False,"{'a': 0.2, 'e': 0.7799999999999998}",20,0,-83.8767209109913,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
45,False,"{'a': 0.2, 'e': 0.7749999999999998}",25,13,-58.383067647667616,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
46,False,"{'a': 0.2, 'e': 0.7699999999999998}",30,0,-79.54908475072887,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
47,False,"{'a': 0.2, 'e': 0.7649999999999998}",25,0,-99.03734863847151,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
48,False,"{'a': 0.2, 'e': 0.7599999999999998}",20,0,-157.58410560811947,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
49,False,"{'a': 0.2, 'e': 0.7549999999999998}",25,0,-20.536343601192577,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
50,False,"{'a': 0.2, 'e': 0.7499999999999998}",20,0,-13.645840461229412,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
51,False,"{'a': 0.2, 'e': 0.7449999999999998}",35,20,-59.86182323202589,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 1}",1
52,False,"{'a': 0.2, 'e': 0.7399999999999998}",20,0,-155.54399305816446,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
53,False,"{'a': 0.2, 'e': 0.7349999999999998}",20,0,-121.06701482348889,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
54,False,"{'a': 0.2, 'e': 0.7299999999999998}",25,0,-140.99288260905112,"{0: 15, 1: 5, 2: 1, 3: 2, 4: 2}",0
55,False,"{'a': 0.2, 'e': 0.7249999999999998}",20,1,-62.109427179385584,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
56,False,"{'a': 0.2, 'e': 0.7199999999999998}",20,0,-155.05437376161368,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
57,False,"{'a': 0.2, 'e': 0.7149999999999997}",30,0,-84.0340936848918,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
58,False,"{'a': 0.2, 'e': 0.7099999999999997}",25,0,-118.10631944917392,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
59,False,"{'a': 0.2, 'e': 0.7049999999999997}",20,8,-39.25086829296526,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
60,False,"{'a': 0.2, 'e': 0.6999999999999997}",25,0,6.635702823906186,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
61,False,"{'a': 0.2, 'e': 0.6949999999999997}",20,10,7.718819229337712,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.2, 'e': 0.6899999999999997}",20,0,-12.866726124855084,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
63,False,"{'a': 0.2, 'e': 0.6849999999999997}",20,0,-109.3807180815437,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
64,False,"{'a': 0.2, 'e': 0.6799999999999997}",25,0,-52.79724506341919,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
65,False,"{'a': 0.2, 'e': 0.6749999999999997}",20,0,-46.2063681847477,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
66,False,"{'a': 0.2, 'e': 0.6699999999999997}",30,0,-142.48444800973814,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
67,False,"{'a': 0.2, 'e': 0.6649999999999997}",25,0,-129.78765380391908,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",1
68,False,"{'a': 0.2, 'e': 0.6599999999999997}",20,0,-102.27622099224445,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.2, 'e': 0.6549999999999997}",25,10,-2.817757556638135,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
70,False,"{'a': 0.2, 'e': 0.6499999999999997}",20,12,-14.520046699279611,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
71,False,"{'a': 0.2, 'e': 0.6449999999999997}",20,7,23.294567251263718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.2, 'e': 0.6399999999999997}",25,10,-77.77875675490534,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
73,False,"{'a': 0.2, 'e': 0.6349999999999997}",30,6,-20.930203793709875,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.2, 'e': 0.6299999999999997}",25,2,-48.90209379739857,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.2, 'e': 0.6249999999999997}",25,12,-12.747971549024573,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.2, 'e': 0.6199999999999997}",25,8,2.549929957776719,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.2, 'e': 0.6149999999999997}",25,14,7.460081182173254,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.2, 'e': 0.6099999999999997}",30,19,-5.858544278857119,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
79,False,"{'a': 0.2, 'e': 0.6049999999999996}",20,0,-59.6786450296917,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
80,False,"{'a': 0.2, 'e': 0.5999999999999996}",30,2,20.416159958313727,"{0: 25, 1: 3, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.2, 'e': 0.5949999999999996}",20,4,-32.481249658368576,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
82,False,"{'a': 0.2, 'e': 0.5899999999999996}",25,0,-68.10599627014707,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
83,False,"{'a': 0.2, 'e': 0.5849999999999996}",20,0,-1.8491694560030365,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.2, 'e': 0.5799999999999996}",20,0,-81.41199514279216,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
85,False,"{'a': 0.2, 'e': 0.5749999999999996}",25,0,-5.897248035870433,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
86,False,"{'a': 0.2, 'e': 0.5699999999999996}",25,6,-76.46359021231731,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
87,False,"{'a': 0.2, 'e': 0.5649999999999996}",30,19,1.675442508956637,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.2, 'e': 0.5599999999999996}",25,7,1.1251800812028239,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
89,False,"{'a': 0.2, 'e': 0.5549999999999996}",20,0,26.567922871469836,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
90,False,"{'a': 0.2, 'e': 0.5499999999999996}",25,0,-56.38546812034715,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
91,False,"{'a': 0.2, 'e': 0.5449999999999996}",25,11,-26.240593399018806,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.2, 'e': 0.5399999999999996}",20,0,0.18683408370363264,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
93,False,"{'a': 0.2, 'e': 0.5349999999999996}",30,17,-12.589316353555787,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.2, 'e': 0.5299999999999996}",30,0,-53.55200748286122,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
95,False,"{'a': 0.2, 'e': 0.5249999999999996}",20,12,3.9910625420135677,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.2, 'e': 0.5199999999999996}",20,0,-139.45095492948164,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 4}",0
97,False,"{'a': 0.2, 'e': 0.5149999999999996}",30,11,-63.53193979542589,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
98,False,"{'a': 0.2, 'e': 0.5099999999999996}",30,0,-223.66930727890716,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",0
99,False,"{'a': 0.2, 'e': 0.5049999999999996}",30,12,-17.307215794101243,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
100,False,"{'a': 0.2, 'e': 0.49999999999999956}",30,22,0.907387585505921,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.2, 'e': 0.49499999999999955}",25,2,-49.75231390612609,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
102,False,"{'a': 0.2, 'e': 0.48999999999999955}",20,16,6.747577373786134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.2, 'e': 0.48499999999999954}",25,0,-14.102109056121261,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
104,False,"{'a': 0.2, 'e': 0.47999999999999954}",35,0,-59.38912681639748,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
105,False,"{'a': 0.2, 'e': 0.47499999999999953}",20,3,-13.459650739997118,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.2, 'e': 0.46999999999999953}",25,0,-86.65584722609539,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
107,False,"{'a': 0.2, 'e': 0.4649999999999995}",25,8,13.347666644137096,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.2, 'e': 0.4599999999999995}",25,19,6.70463151307288,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.2, 'e': 0.4549999999999995}",20,0,-38.848448599307,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
110,False,"{'a': 0.2, 'e': 0.4499999999999995}",25,3,-97.27765324937194,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
111,False,"{'a': 0.2, 'e': 0.4449999999999995}",25,0,-6.3477964781090055,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
112,False,"{'a': 0.2, 'e': 0.4399999999999995}",30,16,-0.3642938473235331,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.2, 'e': 0.4349999999999995}",30,0,-123.23458440382332,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 3}",0
114,False,"{'a': 0.2, 'e': 0.4299999999999995}",25,0,-20.31441428668202,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
115,False,"{'a': 0.2, 'e': 0.4249999999999995}",20,13,15.797451025200154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.4199999999999995}",20,0,-74.35159457401669,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
117,False,"{'a': 0.2, 'e': 0.4149999999999995}",20,0,-90.1842010185663,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
118,False,"{'a': 0.2, 'e': 0.4099999999999995}",20,9,17.336823095055365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.2, 'e': 0.40499999999999947}",25,14,-19.410200999452737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.2, 'e': 0.39999999999999947}",20,0,18.071208261155157,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
121,False,"{'a': 0.2, 'e': 0.39499999999999946}",20,0,28.4598219113757,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.2, 'e': 0.38999999999999946}",25,10,12.738313898850151,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.2, 'e': 0.38499999999999945}",20,2,-11.174598329718942,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
124,False,"{'a': 0.2, 'e': 0.37999999999999945}",30,0,-64.06966816956519,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
125,False,"{'a': 0.2, 'e': 0.37499999999999944}",35,16,8.447235027071931,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.36999999999999944}",20,0,4.138484192686526,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.2, 'e': 0.36499999999999944}",25,2,-26.578890089075966,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
128,False,"{'a': 0.2, 'e': 0.35999999999999943}",25,16,5.190778645033799,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.3549999999999994}",30,16,0.2951910536906668,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.3499999999999994}",25,13,-3.199306444680766,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.3449999999999994}",20,0,-83.74384307292526,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
132,False,"{'a': 0.2, 'e': 0.3399999999999994}",25,10,5.229893017772263,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.3349999999999994}",30,0,19.46742507803479,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
134,False,"{'a': 0.2, 'e': 0.3299999999999994}",25,14,0.7955979371684503,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
135,False,"{'a': 0.2, 'e': 0.3249999999999994}",20,0,19.78119030481183,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.3199999999999994}",30,0,-19.40732146390015,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
137,False,"{'a': 0.2, 'e': 0.3149999999999994}",20,9,16.60740467332309,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.3099999999999994}",25,8,4.973469933506182,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.2, 'e': 0.3049999999999994}",25,11,2.68329983718279,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.2, 'e': 0.2999999999999994}",20,8,-36.40544550865408,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.2, 'e': 0.2949999999999994}",20,13,12.78467130601518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.2, 'e': 0.28999999999999937}",25,15,-41.22646756004486,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.2, 'e': 0.28499999999999936}",30,16,-3.6885599430045555,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.27999999999999936}",20,0,14.823953130378444,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.27499999999999936}",25,10,27.691627792999004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.26999999999999935}",20,0,15.542214977340718,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
147,False,"{'a': 0.2, 'e': 0.26499999999999935}",20,7,6.36543391245473,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.25999999999999934}",25,10,-5.462308171683658,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.25499999999999934}",20,7,-18.235523104809893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.2, 'e': 0.24999999999999933}",30,12,13.158836989864401,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.24499999999999933}",30,0,24.4533718401002,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
152,False,"{'a': 0.2, 'e': 0.23999999999999932}",25,0,-74.04337955340701,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
153,False,"{'a': 0.2, 'e': 0.23499999999999932}",20,8,-4.118129992504057,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.22999999999999932}",25,9,15.05576559300847,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.2249999999999993}",25,17,1.2910514744375912,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.2199999999999993}",20,9,-8.240663897125188,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.2149999999999993}",20,16,6.6833281779413065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.2099999999999993}",20,1,19.415361825177865,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.2049999999999993}",25,0,19.40580970576476,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.1999999999999993}",25,7,13.419599650899135,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.19499999999999929}",25,14,19.025077412149244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.18999999999999928}",25,11,2.8875172198246046,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.18499999999999928}",20,5,-27.01114503401988,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.2, 'e': 0.17999999999999927}",20,8,21.7116399936936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.17499999999999927}",20,0,-11.321635113354926,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
166,False,"{'a': 0.2, 'e': 0.16999999999999926}",30,15,22.371050314891345,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.16499999999999926}",20,7,-28.872503620184958,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
168,False,"{'a': 0.2, 'e': 0.15999999999999925}",25,14,18.672493492656884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.15499999999999925}",20,12,16.84464348407734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.14999999999999925}",20,0,28.504048653495392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.2, 'e': 0.14499999999999924}",25,11,21.315791781633358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.13999999999999924}",30,20,11.61063110417575,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.13499999999999923}",35,18,31.959672141046145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.12999999999999923}",20,5,26.438915618751935,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.12499999999999922}",20,9,11.684145023255663,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.11999999999999922}",25,14,19.036259468091316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.11499999999999921}",20,9,-21.62156693458642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.2, 'e': 0.10999999999999921}",30,10,22.52417834266718,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.1049999999999992}",25,16,13.962733774345258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.0999999999999992}",20,8,4.988331816104358,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.0949999999999992}",35,0,-2.590172356652351,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 1}",0
182,False,"{'a': 0.2, 'e': 0.08999999999999919}",20,3,30.162545590971614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.08499999999999919}",20,10,19.19109637620385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.07999999999999918}",30,17,20.570040649516436,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
